seller_type,seller_age_days,total_completed_tasks,seller_trust_score,task_type,is_duplicate_screenshot,completion_duration,timing_risk_score,std_dev,seller_average,z_score,population_score,timing_consistency_score,validity_score,logical_behavior_flag,repetitive_behavior_flag,device_seller_count,ip_seller_count,device_sharing_score,ip_reuse_score,automation_score,device_risk_score,final_behavior_risk_score,fraud_label
veteran,393,2912,91.9,Comment,0,118.25,5,19.33,120.12,-0.1,0,0,0,0,0,1,12,5.4,45.8,0,23.3,2.5,0
veteran,381,1026,89.0,Like,0,2.12,35,18.58,11.34,-0.5,15,0,0,0,0,1,1,2.4,7.8,0,3.3,10.2,0
new,11,0,64.5,Follow,0,17.23,5,20.1,17.49,-0.01,0,0,0,0,0,1,1,5.5,3.0,0,5.3,0,0
veteran,888,3782,90.5,Subscribe,0,51.25,5,17.52,70.36,-1.09,0,0,0,0,0,2,10,11.1,36.6,0,22.5,3.4,0
intermediate,25,68,35.0,Like,1,21.19,5,5.42,18.34,0.53,0,0,35,1,0,1,1,2.7,2.2,0,5.1,14.1,1
intermediate,17,73,73.2,Follow,0,21.25,5,10.19,23.31,-0.2,0,0,0,0,0,1,1,4.2,1.7,0,1.7,3.3,0
intermediate,47,50,36.6,Subscribe,0,42.06,35,4.64,20.56,4.64,35,0,0,0,0,2,1,7.1,0.3,0,2.3,14.3,0
intermediate,20,68,60.1,Like,0,4.0,35,5.51,22.49,-3.36,35,0,0,0,0,2,1,10.9,6.5,0,11.7,13.2,0
intermediate,74,42,73.3,Comment,0,45.34,5,10.38,40.66,0.45,0,0,0,0,0,1,1,2.2,4.2,0,2.8,3.3,0
veteran,437,1236,71.7,Comment,0,46.04,15,13.49,83.09,-2.75,15,0,0,0,0,1,1,2.0,7.0,0,5.7,7.5,0
experienced,123,180,75.5,Follow,0,23.04,5,1.67,23.15,-0.07,0,35,0,0,1,2,1,9.0,3.3,0,3.2,17.9,0
experienced,225,772,73.3,Like,0,14.32,5,14.38,21.45,-0.5,0,0,0,0,0,1,2,1.6,7.4,0,0.6,0,0
experienced,190,102,71.4,Follow,0,16.51,5,1.32,17.07,-0.42,0,35,0,0,1,1,1,6.4,1.3,0,6.2,20.6,0
intermediate,80,48,50.0,Like,0,12.02,5,8.23,23.81,-1.43,0,0,0,0,0,1,3,1.5,12.4,0,3.4,2.4,0
veteran,691,2016,65.6,Subscribe,1,54.69,5,13.54,67.84,-0.97,0,0,35,1,0,1,1,2.0,2.7,0,3.9,18.9,1
intermediate,74,25,47.9,Follow,0,5.54,15,15.06,15.28,-0.65,15,0,0,0,0,1,2,0.1,7.0,0,1.5,8.3,0
new,6,4,58.2,Comment,0,52.29,5,8.82,55.98,-0.42,0,0,0,0,0,1,1,3.9,5.1,0,1.6,0.3,0
new,5,3,47.2,Follow,0,4.27,15,17.64,23.85,-1.11,15,0,0,0,0,1,1,4.0,6.9,0,2.5,8.8,0
experienced,98,817,58.8,Follow,0,18.36,5,9.48,33.23,-1.57,0,0,0,0,0,1,2,4.3,9.0,0,7.0,0,0
intermediate,17,53,59.0,Subscribe,0,37.02,5,13.43,39.7,-0.2,0,0,0,0,0,1,1,5.5,3.5,0,1.2,1.7,0
intermediate,31,60,61.7,Follow,0,34.5,5,0.42,34.12,0.88,0,35,0,0,1,1,1,6.6,4.3,0,5.9,19.6,0
intermediate,64,10,44.3,Follow,0,19.96,5,7.5,21.95,-0.27,0,0,0,0,0,4,1,23.2,4.6,0,19.1,0.6,0
veteran,635,3047,81.4,Like,0,9.68,5,14.33,26.85,-1.2,0,0,0,0,0,2,13,10.0,49.1,0,25.0,2.1,0
intermediate,38,33,50.0,Comment,0,11.12,35,8.73,82.56,-8.19,35,0,0,0,0,1,2,6.6,8.0,0,9.1,12.6,0
veteran,664,1752,86.7,Subscribe,0,8.77,35,8.34,60.16,-6.16,35,0,0,0,0,1,3,2.4,11.9,0,6.9,12.7,1
experienced,274,872,78.2,Follow,0,32.18,5,5.71,20.93,1.97,0,0,0,0,0,1,2,3.1,6.3,0,2.1,1.1,0
intermediate,50,16,42.7,Subscribe,0,7.8,15,16.76,28.31,-1.22,15,0,0,0,0,2,1,13.1,0.4,0,8.2,3.4,0
experienced,351,479,84.3,Subscribe,0,5.24,35,19.31,51.66,-2.4,15,0,0,0,0,1,1,1.0,6.6,0,6.4,11.3,0
experienced,252,237,75.6,Follow,0,33.87,5,1.12,32.58,1.16,0,35,0,0,1,1,3,1.3,9.7,0,0.4,20.1,0
veteran,478,1994,80.8,Like,0,14.79,5,15.17,18.84,-0.27,0,0,0,0,0,1,1,1.0,5.9,0,6.2,2.0,0
experienced,309,194,67.7,Comment,0,6.55,35,18.93,112.7,-5.61,35,0,0,0,0,1,1,6.9,5.3,0,5.3,11.6,0
veteran,839,3622,73.4,Subscribe,0,24.53,5,16.32,18.78,0.35,0,0,0,0,0,1,2,6.6,5.1,0,2.9,2.0,0
experienced,220,789,73.0,Like,0,12.26,5,9.62,25.47,-1.37,0,0,0,0,0,3,2,14.1,5.2,0,14.9,4.2,0
intermediate,36,54,64.2,Like,0,13.86,5,6.55,19.66,-0.89,0,0,15,1,0,1,1,4.7,6.1,0,1.3,10.7,0
intermediate,74,18,56.3,Follow,0,33.46,5,7.17,36.54,-0.43,0,0,0,0,0,1,2,1.7,6.4,0,2.8,0,1
veteran,504,3634,66.0,Like,0,12.65,15,6.99,26.92,-2.04,15,0,0,0,0,1,11,3.0,44.7,0,20.0,4.3,0
new,5,2,41.7,Subscribe,0,50.08,5,12.61,64.93,-1.18,0,0,0,0,0,1,2,1.1,10.4,0,4.6,1.5,0
experienced,330,927,35.2,Follow,1,2.35,35,8.07,22.74,-2.53,15,0,35,1,0,8,17,50.1,60,0,53.7,26.0,1
veteran,794,2536,90.4,Subscribe,0,8.65,15,18.18,56.0,-2.6,15,0,0,0,0,1,1,0.9,1.4,0,0.2,3.5,0
veteran,476,3334,90.3,Like,0,16.89,5,13.72,25.56,-0.63,0,0,0,0,0,2,7,10.1,29.4,0,16.0,2.6,0
new,4,4,47.1,Like,0,1.85,35,12.42,7.38,-0.44,15,0,0,0,0,1,2,2.2,6.6,0,6.9,11.0,0
intermediate,54,25,52.1,Like,0,17.09,5,6.18,23.64,-1.06,0,0,0,0,0,2,2,9.3,10.6,0,13.3,2.6,0
new,6,3,59.5,Comment,0,90.26,15,14.98,121.94,-2.11,15,0,0,0,0,2,2,10.4,4.1,0,4.7,5.8,1
experienced,267,181,69.9,Comment,0,16.65,35,6.22,87.05,-11.32,35,0,0,0,0,2,1,7.1,0.3,0,4.4,12.8,0
new,8,2,55.7,Comment,0,13.02,15,20.25,67.85,-2.71,15,0,0,0,0,1,1,4.8,6.1,0,8.9,3.6,0
intermediate,70,53,39.9,Follow,0,22.83,5,13.64,34.22,-0.84,0,0,0,0,0,9,1,57.1,6.6,0,39.4,0,0
intermediate,60,6,55.3,Subscribe,0,33.29,5,17.27,50.38,-0.99,0,0,0,0,0,1,1,3.4,0.9,0,5.7,4.1,0
experienced,215,233,44.6,Subscribe,1,3.56,35,6.59,25.86,-3.38,35,0,25,1,0,14,15,70,60,0,65.9,26.4,1
experienced,234,645,30.1,Subscribe,1,6.61,35,6.42,71.04,-10.03,35,15,35,1,1,8,7,49.2,25.1,0,41.4,41.0,1
veteran,508,4955,80.7,Subscribe,0,5.57,35,12.71,27.0,-1.69,15,0,0,0,0,1,1,0.7,6.3,0,2.8,13.3,0
veteran,773,2316,77.7,Like,0,12.4,5,14.79,7.71,0.32,0,0,0,0,0,2,1,12.6,3.6,0,12.6,2.6,0
experienced,335,962,60.8,Comment,0,68.55,5,4.13,73.98,-1.31,0,0,0,0,0,1,1,5.7,5.2,0,8.9,3.5,0
veteran,545,1867,55.1,Comment,1,48.17,35,10.56,103.06,-5.2,35,0,25,0,0,1,2,1.0,7.2,0,7.1,17.8,1
veteran,543,3125,73.8,Comment,0,16.29,35,10.14,124.45,-10.67,35,0,0,0,0,1,1,2.9,5.8,0,0.7,12.4,0
veteran,497,3098,64.5,Comment,0,10.07,35,19.93,108.07,-4.92,35,0,0,0,0,13,12,70,47.4,70,61.0,25.0,1
experienced,96,900,51.9,Comment,0,68.42,35,6.01,94.52,-4.34,35,0,0,0,0,1,1,6.6,2.3,0,4.2,16.5,1
experienced,193,236,24.0,Comment,1,12.99,35,6.61,118.37,-15.93,35,0,25,0,0,6,5,37.3,18.9,70,33.0,26.7,1
intermediate,44,27,37.4,Comment,0,75.75,5,15.69,48.63,1.73,0,0,0,0,0,1,1,1.5,7.3,70,1.5,13.3,0
veteran,644,4360,66.4,Like,0,20.24,5,16.76,24.95,-0.28,0,0,0,0,0,1,11,4.9,41.0,0,14.1,3.6,0
experienced,311,839,62.1,Follow,0,15.24,5,12.14,16.96,-0.14,0,0,0,0,0,1,1,6.4,1.4,0,5.9,0.4,1
veteran,447,1048,65.0,Like,0,16.35,5,21.3,24.44,-0.38,0,0,0,0,0,1,1,0.3,6.8,70,0.1,10.4,0
intermediate,58,16,52.9,Follow,0,27.25,5,8.57,23.6,0.43,0,0,0,0,0,1,2,1.6,7.0,0,1.7,3.6,0
experienced,200,559,42.6,Subscribe,1,47.9,5,11.97,52.01,-0.34,0,0,35,1,0,1,2,7.0,7.4,0,7.7,13.4,1
intermediate,80,53,69.0,Follow,0,18.02,5,19.09,22.21,-0.22,0,0,0,0,0,1,3,4.0,15.0,0,10.9,2.0,0
intermediate,43,41,3.7,Follow,1,2.72,35,8.65,33.14,-3.52,35,0,25,1,0,10,5,63.8,19.5,70,44.9,39.4,1
veteran,888,1883,82.0,Subscribe,0,33.32,5,7.54,47.32,-1.86,0,0,0,0,0,1,1,2.5,6.7,70,4.6,13.1,0
experienced,203,892,75.7,Comment,0,85.52,35,0.31,84.15,4.5,35,35,0,0,1,1,1,0.7,5.5,0,1.6,30.7,1
experienced,104,926,62.1,Comment,0,38.98,5,14.97,38.89,0.01,0,0,0,0,0,8,1,51.4,1.1,0,33.2,2.7,0
experienced,167,916,54.6,Subscribe,0,5.93,35,12.21,21.67,-1.29,15,0,0,0,0,1,1,1.5,3.5,0,0.6,10.9,0
experienced,119,273,51.8,Like,0,8.98,15,6.0,23.7,-2.45,15,0,0,0,0,1,1,5.7,1.4,0,1.8,3.6,0
intermediate,78,59,34.4,Follow,1,29.21,5,15.28,13.34,1.04,0,0,25,1,0,1,1,3.6,5.9,0,5.9,13.0,0
experienced,129,553,60.0,Like,0,19.51,5,0.82,19.71,-0.25,0,35,0,0,1,1,1,3.2,1.4,0,5.9,17.8,0
experienced,245,634,56.0,Follow,1,17.94,5,5.18,24.98,-1.36,0,0,35,0,0,1,2,4.9,6.1,0,9.2,9.2,0
veteran,619,2441,91.9,Subscribe,0,48.02,5,1.97,49.39,-0.7,0,35,0,0,1,1,1,1.9,7.8,0,5.0,20.9,0
experienced,264,669,71.2,Subscribe,0,53.12,5,5.37,60.52,-1.38,0,0,0,0,0,9,2,59.6,7.9,0,39.1,3.6,0
intermediate,71,45,48.3,Follow,0,15.32,5,7.02,16.31,-0.14,0,0,0,0,0,1,1,5.6,0.4,0,4.5,0.8,1
intermediate,17,30,70.4,Subscribe,0,61.44,5,19.68,23.65,1.92,0,0,0,0,0,1,1,3.7,0.6,0,5.1,0,0
intermediate,36,66,47.1,Comment,0,58.03,35,6.82,128.84,-10.38,35,0,0,0,0,2,1,12.8,7.5,0,12.7,14.5,0
veteran,673,1449,69.2,Like,0,21.35,5,21.56,26.32,-0.23,0,0,0,0,0,2,1,11.3,0.2,0,3.5,3.7,0
experienced,213,610,89.7,Subscribe,0,52.11,5,11.17,67.48,-1.38,0,0,0,0,0,1,2,0.8,11.2,0,7.2,2.8,0
new,12,3,51.5,Like,0,2.77,35,14.95,12.62,-0.66,15,0,0,0,0,1,2,3.4,9.4,0,4.0,8.8,0
new,1,4,54.2,Like,0,24.9,5,18.57,14.9,0.54,0,0,0,0,0,1,2,1.7,10.7,0,7.5,3.1,0
intermediate,61,42,35.0,Comment,1,19.17,35,15.61,114.52,-6.11,35,0,35,0,0,10,17,69.6,60,0,69.3,23.2,0
veteran,506,4824,71.2,Like,0,18.17,5,5.1,24.68,-1.28,0,0,0,0,0,1,1,0.2,2.1,70,0,14.7,0
intermediate,66,31,36.6,Subscribe,0,4.05,35,10.88,36.8,-3.01,35,0,0,0,0,1,1,4.9,1.7,0,7.3,14.5,1
new,6,3,57.3,Subscribe,0,27.91,5,14.14,44.58,-1.18,0,0,0,0,0,2,1,9.7,7.0,0,12.2,0,0
experienced,214,301,58.7,Follow,0,29.88,5,7.59,37.09,-0.95,0,0,0,0,0,1,1,4.7,5.8,70,8.5,12.6,0
experienced,202,194,78.1,Comment,0,102.41,15,11.34,69.3,2.92,15,0,0,0,0,1,1,2.4,6.2,0,5.6,6.1,0
veteran,879,2205,73.0,Subscribe,0,9.51,15,19.56,36.34,-1.37,15,0,0,0,0,1,1,1.2,4.7,0,3.3,7.9,0
intermediate,76,10,59.9,Follow,0,24.43,5,1.22,24.65,-0.18,0,35,0,0,1,1,1,1.9,0.0,0,1.0,19.8,1
experienced,149,253,32.1,Comment,1,7.46,35,6.51,90.54,-12.76,35,0,25,0,0,10,8,64.0,29.1,70,50.4,29.0,1
veteran,656,4667,67.5,Comment,0,77.04,5,13.51,74.18,0.21,0,0,0,0,0,1,2,1.6,6.6,0,5.2,4.0,0
intermediate,50,18,68.7,Subscribe,0,39.72,15,5.21,52.37,-2.43,15,0,0,0,0,1,1,2.2,0.5,0,0,3.7,0
new,13,0,41.1,Follow,0,3.23,35,21.52,22.25,-0.88,15,0,0,0,0,1,2,2.7,7.8,0,7.4,10.5,0
new,3,2,34.0,Comment,0,6.13,35,6.65,131.92,-18.91,35,0,0,0,0,1,1,2.1,0.3,0,2.8,14.7,1
experienced,357,446,56.6,Subscribe,0,40.62,15,9.7,18.7,2.26,15,0,15,1,0,2,1,7.5,7.7,0,5.4,14.7,0
veteran,679,3161,94.2,Comment,0,117.76,5,6.19,121.25,-0.56,0,0,0,0,0,2,1,9.4,6.6,0,7.3,0,0
veteran,564,4035,82.0,Like,0,19.16,5,6.76,26.22,-1.05,0,0,0,0,0,1,2,2.1,7.0,70,7.7,13.9,0
experienced,295,667,84.4,Like,0,10.47,5,20.85,9.66,0.04,0,0,0,0,0,1,2,1.4,6.4,0,0,3.5,0
new,3,1,59.7,Like,0,21.42,5,21.29,26.49,-0.24,0,0,0,0,0,1,1,4.1,2.3,0,6.1,0,0
intermediate,17,25,39.4,Follow,0,27.8,5,8.11,31.09,-0.41,0,0,0,0,0,1,1,2.4,6.0,70,0.6,9.8,0
experienced,156,813,89.2,Subscribe,0,28.08,15,17.48,68.05,-2.29,15,0,0,0,0,1,1,3.6,7.3,0,8.3,5.6,0
intermediate,67,15,40.0,Comment,0,55.67,35,18.89,114.0,-3.09,35,0,0,0,0,4,2,21.6,11.2,0,18.3,13.5,0
experienced,324,235,88.7,Subscribe,0,52.03,5,21.29,51.8,0.01,0,0,0,0,0,1,1,2.3,1.2,0,3.6,0,0
experienced,206,94,74.3,Comment,0,81.37,15,12.14,53.42,2.3,15,0,0,0,0,1,3,1.1,14.8,0,3.2,3.8,0
new,6,0,46.1,Subscribe,0,31.24,35,5.39,57.06,-4.79,35,0,0,0,0,1,1,5.9,0.2,0,1.3,13.1,1
veteran,419,1716,85.3,Subscribe,0,38.36,5,1.22,38.37,-0.01,0,35,0,0,1,1,1,2.9,4.6,0,4.7,19.6,0
experienced,137,100,71.4,Follow,0,14.11,5,21.21,10.94,0.15,0,0,0,0,0,1,1,1.4,2.0,0,3.6,2.9,0
intermediate,80,73,61.3,Like,0,8.36,5,7.36,14.46,-0.83,0,0,0,0,0,1,8,7.0,32.0,0,18.6,0.6,1
new,6,4,48.9,Like,0,1.9,35,7.15,21.36,-2.72,15,0,0,0,0,1,1,0.0,5.9,0,4.8,12.8,0
experienced,336,419,76.4,Comment,0,51.39,5,19.58,62.01,-0.54,0,0,0,0,0,7,1,46.3,3.7,0,34.6,2.2,0
new,6,4,35.8,Follow,0,2.19,35,15.56,18.58,-1.05,15,0,0,0,0,6,5,38.7,17.4,0,32.9,13.4,0
new,14,5,42.1,Comment,0,118.16,35,12.99,55.6,4.82,35,0,0,0,0,1,1,4.7,3.4,0,4.1,12.2,0
experienced,146,997,65.3,Subscribe,0,7.23,35,10.96,48.29,-3.75,35,0,0,0,0,1,1,3.5,1.6,0,0,11.3,0
new,3,2,42.7,Follow,0,2.84,35,6.84,23.95,-3.09,35,0,0,0,0,1,1,3.6,4.4,0,1.2,16.5,0
intermediate,28,43,53.3,Comment,0,87.67,35,4.22,113.26,-6.06,35,0,0,0,0,1,1,0.7,3.6,0,0,13.0,0
new,14,0,49.8,Subscribe,0,3.23,35,16.39,52.94,-3.03,35,0,0,0,0,1,2,5.5,4.2,0,4.8,11.7,0
veteran,674,4486,83.4,Comment,0,16.79,35,12.18,89.94,-6.01,35,0,0,0,0,2,1,13.7,3.3,0,8.0,16.8,1
experienced,178,670,81.4,Subscribe,0,10.78,15,19.66,19.1,-0.42,15,0,0,0,0,1,2,3.9,5.1,0,3.5,4.9,0
experienced,305,965,77.8,Comment,0,116.75,5,1.3,117.32,-0.44,0,35,0,0,1,1,2,2.1,6.1,0,2.2,19.7,0
new,14,1,43.7,Comment,0,66.19,35,7.76,94.14,-3.6,35,0,0,0,0,1,3,6.7,12.9,0,11.0,12.9,0
veteran,440,4047,88.2,Subscribe,0,63.25,15,18.14,26.82,2.01,15,0,0,0,0,1,1,1.5,5.7,0,5.7,8.1,0
experienced,149,538,82.5,Comment,0,87.25,5,17.06,94.5,-0.42,0,0,15,1,0,1,1,1.4,4.9,0,5.0,14.6,0
experienced,203,950,64.1,Follow,0,2.18,35,11.12,23.2,-1.89,15,0,0,0,0,1,1,4.7,7.4,0,7.0,11.0,0
new,13,4,58.9,Follow,0,34.35,5,10.69,31.37,0.28,0,0,0,0,0,1,3,5.4,14.3,0,5.2,0.2,0
intermediate,32,8,73.5,Like,0,15.75,5,14.45,14.43,0.09,0,0,0,0,0,1,1,0.6,3.1,0,0,0,0
experienced,222,439,68.2,Like,1,11.54,5,8.9,25.37,-1.55,0,0,25,1,0,1,1,2.0,6.4,0,3.2,14.4,1
new,3,4,44.8,Follow,0,23.19,5,18.28,29.86,-0.36,0,0,0,0,0,1,1,4.7,7.7,0,9.2,1.7,0
new,1,1,51.9,Comment,0,113.32,5,7.95,113.32,-0.0,0,0,0,0,0,2,1,10.5,5.4,0,5.8,3.2,0
experienced,146,608,63.5,Subscribe,0,21.69,5,19.88,50.72,-1.46,0,0,0,0,0,1,1,1.0,4.5,0,0.2,3.7,0
new,1,5,64.4,Subscribe,0,48.47,5,4.83,48.19,0.06,0,0,0,0,0,2,1,12.0,4.4,0,5.4,3.6,0
new,11,1,46.2,Comment,0,45.57,35,14.89,92.32,-3.14,35,0,0,0,0,1,1,5.5,2.8,0,1.5,12.4,0
experienced,102,173,68.8,Comment,0,94.08,35,5.86,56.64,6.39,35,0,0,0,0,9,3,61.2,9.2,0,39.5,14.5,0
experienced,267,972,64.8,Follow,0,20.38,5,1.06,21.24,-0.81,0,35,0,0,1,1,1,3.3,0.4,0,4.5,20.7,0
intermediate,49,75,66.7,Comment,0,52.65,5,0.78,53.8,-1.48,0,35,0,0,1,2,1,8.2,1.2,0,8.5,22.2,0
veteran,457,2688,76.8,Follow,0,17.32,5,17.6,19.69,-0.14,0,0,0,0,0,4,1,24.9,7.5,0,17.1,0,0
intermediate,76,40,44.6,Subscribe,0,27.96,5,1.45,28.09,-0.09,0,35,0,0,1,1,2,3.8,6.3,0,4.2,18.5,1
intermediate,29,65,52.2,Like,0,10.11,5,9.3,27.05,-1.82,0,0,0,0,0,8,1,54.5,7.4,0,37.8,1.8,0
new,2,3,50.6,Comment,0,79.6,35,4.92,51.81,5.65,35,0,0,0,0,1,1,4.4,7.5,0,7.1,12.2,0
intermediate,81,39,47.6,Follow,0,28.93,5,13.68,15.16,1.01,0,0,0,0,0,1,2,2.6,9.1,0,3.5,1.3,0
veteran,506,1374,81.8,Like,0,3.48,15,11.59,17.15,-1.18,15,0,0,0,0,2,1,12.7,7.1,0,9.7,3.4,0
experienced,103,570,55.4,Comment,0,116.26,5,12.17,110.23,0.49,0,0,0,0,0,1,6,5.5,20.9,0,12.3,3.0,0
veteran,473,3541,78.7,Comment,0,93.1,35,13.65,44.57,3.56,35,0,0,0,0,3,1,15.2,5.6,0,13.2,14.6,0
veteran,888,4987,80.1,Subscribe,0,42.15,5,14.5,21.04,1.46,0,0,0,0,0,1,1,2.2,2.7,0,0,0,0
veteran,580,2199,80.0,Subscribe,0,53.06,5,15.79,34.57,1.17,0,0,0,0,0,4,3,24.1,11.2,0,18.5,4.0,0
veteran,600,2552,74.7,Like,0,17.47,5,1.56,16.2,0.82,0,35,0,0,1,1,2,2.3,6.4,0,3.2,21.4,0
experienced,255,445,74.8,Follow,0,6.2,15,4.38,18.64,-2.84,15,0,0,0,0,1,2,5.0,9.1,0,4.4,5.7,0
veteran,452,1447,61.9,Comment,0,42.37,5,1.06,42.97,-0.56,0,35,0,0,1,1,2,3.2,9.5,0,3.3,20.2,1
new,2,2,51.7,Follow,0,17.48,5,21.9,19.19,-0.08,0,0,0,0,0,1,2,2.9,9.9,0,7.4,0.7,0
veteran,497,4191,64.4,Follow,0,33.29,5,11.13,23.52,0.88,0,0,0,0,0,1,1,3.2,0.8,70,4.7,14.3,1
experienced,331,93,74.6,Subscribe,0,34.07,5,21.33,68.56,-1.62,0,0,0,0,0,3,1,18.5,6.9,0,15.3,0,0
new,6,3,41.8,Follow,0,1.89,35,20.83,27.29,-1.22,15,0,0,0,0,1,1,6.7,7.5,0,10.5,13.3,0
new,11,0,54.9,Subscribe,0,59.92,35,5.62,31.58,5.04,35,0,0,0,0,1,1,5.6,5.7,0,3.8,15.6,0
experienced,306,498,74.8,Comment,0,50.07,5,8.88,56.57,-0.73,0,0,0,0,0,1,1,2.2,6.9,0,0.6,0.1,0
experienced,141,459,67.5,Follow,0,22.08,5,2.48,23.16,-0.44,0,35,0,0,1,1,1,1.7,7.9,0,3.7,18.3,0
experienced,358,982,62.3,Subscribe,0,10.22,35,4.12,45.77,-8.63,35,0,0,0,0,2,1,12.0,3.0,0,8.4,14.5,1
intermediate,40,64,42.0,Like,0,20.4,5,14.16,26.77,-0.45,0,0,0,0,0,7,1,48.9,1.5,0,33.5,0.9,0
new,14,2,58.9,Subscribe,0,28.6,5,11.1,40.74,-1.09,0,0,0,0,0,1,1,1.9,4.9,0,3.9,1.7,1
experienced,249,871,84.7,Like,0,22.83,5,5.18,14.11,1.69,0,0,0,0,0,1,1,3.9,0.9,0,0,0,0
experienced,116,798,60.8,Subscribe,1,35.3,35,7.36,68.35,-4.49,35,0,25,1,0,1,3,5.3,11.6,0,7.7,27.0,1
intermediate,16,56,62.3,Comment,0,83.2,5,12.38,71.04,0.98,0,0,0,0,0,7,3,49.0,9.0,0,38.3,1.1,0
experienced,171,717,67.3,Follow,0,33.32,5,21.82,28.17,0.24,0,0,0,0,0,8,1,52.2,3.1,0,35.3,0.3,0
new,6,1,58.2,Comment,0,78.79,5,18.21,83.78,-0.27,0,0,0,0,0,1,2,4.9,10.8,0,6.0,0,0
experienced,134,132,71.4,Subscribe,0,50.17,5,13.44,64.21,-1.04,0,0,0,0,0,1,11,2.2,46.7,0,17.3,4.1,0
veteran,886,1920,73.2,Comment,0,85.32,35,15.95,33.47,3.25,35,0,0,0,0,4,1,22.2,5.1,0,13.0,16.5,1
experienced,271,766,49.3,Comment,0,77.91,35,7.64,107.29,-3.85,35,0,0,0,0,1,13,5.2,48.1,0,20.3,16.1,0
experienced,351,820,81.8,Follow,0,28.23,5,15.84,30.01,-0.11,0,0,0,0,0,1,1,6.1,8.0,0,9.8,2.0,0
intermediate,31,79,71.3,Like,0,8.73,5,9.82,9.41,-0.07,0,0,0,0,0,1,1,0.2,3.3,0,3.2,0,0
experienced,251,634,64.6,Like,0,2.57,35,19.75,22.54,-1.01,15,0,0,0,0,1,1,5.3,6.2,0,3.7,13.7,0
veteran,458,4949,76.6,Subscribe,0,33.08,5,13.17,34.94,-0.14,0,0,0,0,0,1,2,4.1,7.6,70,8.6,11.8,0
experienced,241,871,59.8,Comment,0,104.15,5,0.47,104.03,0.26,0,35,0,0,1,1,1,6.1,3.3,0,7.9,20.1,0
veteran,687,1288,71.1,Comment,0,65.95,15,20.31,122.04,-2.76,15,0,0,0,0,1,2,3.4,7.2,0,2.1,3.9,0
veteran,557,3765,82.9,Comment,0,78.53,5,0.91,78.61,-0.1,0,35,0,0,1,1,1,1.4,1.9,0,4.2,21.7,0
veteran,694,1501,90.8,Like,0,13.97,5,11.23,10.93,0.27,0,0,0,0,0,1,1,6.4,3.9,0,7.0,1.6,0
intermediate,43,32,58.1,Like,0,22.23,5,5.38,14.54,1.43,0,0,0,0,0,1,1,2.0,6.5,0,3.9,1.9,0
intermediate,32,68,56.2,Like,1,21.75,5,10.36,20.01,0.17,0,0,35,1,0,1,1,6.3,0.5,0,5.3,16.3,1
intermediate,40,52,50.6,Subscribe,0,3.64,35,14.08,35.37,-2.25,15,0,0,0,0,1,2,1.2,10.7,0,6.5,10.9,0
experienced,281,903,73.3,Like,0,18.64,15,4.5,7.96,2.37,15,0,0,0,0,1,1,2.6,4.6,0,5.1,8.6,0
intermediate,38,31,45.1,Follow,1,14.58,15,8.42,34.65,-2.38,15,0,35,0,0,1,1,0.7,3.9,0,3.4,11.6,0
experienced,232,149,50.5,Like,0,15.53,5,8.57,14.79,0.09,0,0,0,0,0,1,2,0.8,7.7,0,1.9,2.2,0
veteran,828,2527,75.9,Comment,0,67.88,5,15.47,77.87,-0.65,0,0,0,0,0,1,1,5.6,2.0,0,3.7,0,0
new,4,2,59.1,Comment,0,76.99,5,21.2,38.61,1.81,0,0,0,0,0,1,2,5.4,7.4,0,7.8,3.9,0
veteran,751,1962,85.2,Subscribe,0,53.83,5,13.79,40.41,0.97,0,0,0,0,0,1,2,4.4,4.6,0,1.4,2.1,0
new,4,3,50.4,Like,0,1.37,35,21.03,13.29,-0.57,15,0,0,0,0,1,1,2.0,5.4,0,5.0,11.9,0
experienced,300,940,40.3,Comment,0,16.45,15,20.8,71.33,-2.64,15,0,25,1,0,15,8,70,34.1,70,61.3,30.0,1
veteran,747,3897,46.7,Like,1,1.39,35,21.16,26.02,-1.16,15,0,25,1,0,6,17,38.4,60,70,48.2,33.9,1
veteran,739,4160,86.4,Subscribe,0,7.04,15,16.47,38.78,-1.93,15,0,0,0,0,1,2,0.9,6.8,0,6.2,3.3,0
intermediate,40,34,68.6,Like,0,23.29,5,21.4,10.61,0.59,0,0,0,0,0,1,1,0.2,0.2,0,0,2.3,0
veteran,841,1933,96.1,Follow,0,30.15,5,4.84,33.97,-0.79,0,0,0,0,0,1,1,2.6,4.8,0,1.1,3.0,0
veteran,390,2352,85.4,Follow,0,14.87,5,1.25,15.32,-0.36,0,35,0,0,1,1,1,2.3,6.8,0,4.4,19.1,0
veteran,620,3977,83.9,Subscribe,0,60.51,5,7.66,67.09,-0.86,0,0,0,0,0,1,1,2.3,6.5,0,1.4,1.0,0
veteran,395,3497,89.0,Comment,0,98.95,5,10.79,85.86,1.21,0,0,0,0,0,6,1,36.4,2.3,0,23.4,3.5,0
experienced,364,335,59.7,Subscribe,0,61.36,5,11.88,67.37,-0.51,0,0,0,0,0,6,1,39.0,7.9,0,28.8,1.1,0
experienced,217,541,83.5,Subscribe,0,58.08,5,16.01,42.38,0.98,0,0,0,0,0,1,2,5.6,11.8,0,4.9,1.8,0
experienced,133,192,67.4,Comment,0,94.59,5,12.96,111.53,-1.31,0,0,0,0,0,2,1,8.3,4.3,0,4.8,1.3,0
